"id","user_id","enviado_utc","http","latencia_ms","error"
"1","E8-C1-R3-5492610000001@whatsapp.sim","2026-09-15 15:29:00.895","200","95",
"2","E8-C1-R3-5492610000002@whatsapp.sim","2026-09-15 15:29:02.002","200","35",
"3","E8-C1-R3-5492610000003@whatsapp.sim","2026-09-15 15:29:03.054","200","67",
"4","E8-C1-R3-5492610000004@whatsapp.sim","2026-09-15 15:29:04.123","200","64",
"5","E8-C1-R3-5492610000005@whatsapp.sim","2026-09-15 15:29:05.194","200","66",
"6","E8-C1-R3-5492610000006@whatsapp.sim","2026-09-15 15:29:06.275","200","64",
"7","E8-C1-R3-5492610000007@whatsapp.sim","2026-09-15 15:29:07.343","200","64",
"8","E8-C1-R3-5492610000008@whatsapp.sim","2026-09-15 15:29:08.415","200","64",
"9","E8-C1-R3-5492610000009@whatsapp.sim","2026-09-15 15:29:09.486","200","65",
"10","E8-C1-R3-5492610000010@whatsapp.sim","2026-09-15 15:29:10.557","200","67",
"11","E8-C1-R3-5492610000011@whatsapp.sim","2026-09-15 15:29:11.624","200","65",
"12","E8-C1-R3-5492610000012@whatsapp.sim","2026-09-15 15:29:12.696","200","66",
"13","E8-C1-R3-5492610000013@whatsapp.sim","2026-09-15 15:29:13.768","200","65",
"14","E8-C1-R3-5492610000014@whatsapp.sim","2026-09-15 15:29:14.839","200","66",
"15","E8-C1-R3-5492610000015@whatsapp.sim","2026-09-15 15:29:15.910","200","67",
"16","E8-C1-R3-5492610000016@whatsapp.sim","2026-09-15 15:29:16.987","200","67",
"17","E8-C1-R3-5492610000017@whatsapp.sim","2026-09-15 15:29:18.060","200","65",
"18","E8-C1-R3-5492610000018@whatsapp.sim","2026-09-15 15:29:19.134","200","69",
"19","E8-C1-R3-5492610000019@whatsapp.sim","2026-09-15 15:29:20.206","200","63",
"20","E8-C1-R3-5492610000020@whatsapp.sim","2026-09-15 15:29:21.275","200","66",
"21","E8-C1-R3-5492610000021@whatsapp.sim","2026-09-15 15:29:22.350","200","62",
"22","E8-C1-R3-5492610000022@whatsapp.sim","2026-09-15 15:29:23.422","200","64",
"23","E8-C1-R3-5492610000023@whatsapp.sim","2026-09-15 15:29:24.496","200","66",
"24","E8-C1-R3-5492610000024@whatsapp.sim","2026-09-15 15:29:25.563","200","66",
"25","E8-C1-R3-5492610000025@whatsapp.sim","2026-09-15 15:29:26.632","200","65",
"26","E8-C1-R3-5492610000026@whatsapp.sim","2026-09-15 15:29:27.713","200","65",
"27","E8-C1-R3-5492610000027@whatsapp.sim","2026-09-15 15:29:28.790","200","62",
"28","E8-C1-R3-5492610000028@whatsapp.sim","2026-09-15 15:29:29.859","200","66",
"29","E8-C1-R3-5492610000029@whatsapp.sim","2026-09-15 15:29:30.935","200","66",
"30","E8-C1-R3-5492610000030@whatsapp.sim","2026-09-15 15:29:32.005","200","63",
"31","E8-C1-R3-5492610000031@whatsapp.sim","2026-09-15 15:29:33.082","200","63",
"32","E8-C1-R3-5492610000032@whatsapp.sim","2026-09-15 15:29:34.155","200","66",
"33","E8-C1-R3-5492610000033@whatsapp.sim","2026-09-15 15:29:35.237","200","64",
"34","E8-C1-R3-5492610000034@whatsapp.sim","2026-09-15 15:29:36.306","200","62",
"35","E8-C1-R3-5492610000035@whatsapp.sim","2026-09-15 15:29:37.372","200","63",
"36","E8-C1-R3-5492610000036@whatsapp.sim","2026-09-15 15:29:38.442","200","66",
"37","E8-C1-R3-5492610000037@whatsapp.sim","2026-09-15 15:29:39.524","200","64",
"38","E8-C1-R3-5492610000038@whatsapp.sim","2026-09-15 15:29:40.596","200","65",
"39","E8-C1-R3-5492610000039@whatsapp.sim","2026-09-15 15:29:41.669","200","62",
"40","E8-C1-R3-5492610000040@whatsapp.sim","2026-09-15 15:29:42.743","200","65",
"41","E8-C1-R3-5492610000041@whatsapp.sim","2026-09-15 15:29:43.817","200","63",
"42","E8-C1-R3-5492610000042@whatsapp.sim","2026-09-15 15:29:44.885","200","63",
"43","E8-C1-R3-5492610000043@whatsapp.sim","2026-09-15 15:29:45.955","200","65",
"44","E8-C1-R3-5492610000044@whatsapp.sim","2026-09-15 15:29:47.025","200","65",
"45","E8-C1-R3-5492610000045@whatsapp.sim","2026-09-15 15:29:48.104","200","63",
"46","E8-C1-R3-5492610000046@whatsapp.sim","2026-09-15 15:29:49.176","200","68",
"47","E8-C1-R3-5492610000047@whatsapp.sim","2026-09-15 15:29:50.258","200","65",
"48","E8-C1-R3-5492610000048@whatsapp.sim","2026-09-15 15:29:51.331","200","63",
"49","E8-C1-R3-5492610000049@whatsapp.sim","2026-09-15 15:29:52.404","200","63",
"50","E8-C1-R3-5492610000050@whatsapp.sim","2026-09-15 15:29:53.475","200","64",
"51","E8-C1-R3-5492610000051@whatsapp.sim","2026-09-15 15:29:54.546","200","65",
"52","E8-C1-R3-5492610000052@whatsapp.sim","2026-09-15 15:29:55.618","200","69",
"53","E8-C1-R3-5492610000053@whatsapp.sim","2026-09-15 15:29:56.689","200","73",
"54","E8-C1-R3-5492610000054@whatsapp.sim","2026-09-15 15:29:57.774","200","66",
"55","E8-C1-R3-5492610000055@whatsapp.sim","2026-09-15 15:29:58.844","200","63",
"56","E8-C1-R3-5492610000056@whatsapp.sim","2026-09-15 15:29:59.909","200","66",
"57","E8-C1-R3-5492610000057@whatsapp.sim","2026-09-15 15:30:00.977","200","61",
"58","E8-C1-R3-5492610000058@whatsapp.sim","2026-09-15 15:30:02.051","200","63",
"59","E8-C1-R3-5492610000059@whatsapp.sim","2026-09-15 15:30:03.117","200","62",
"60","E8-C1-R3-5492610000060@whatsapp.sim","2026-09-15 15:30:04.182","200","65",
"61","E8-C1-R3-5492610000061@whatsapp.sim","2026-09-15 15:30:05.254","200","66",
"62","E8-C1-R3-5492610000062@whatsapp.sim","2026-09-15 15:30:06.329","200","63",
"63","E8-C1-R3-5492610000063@whatsapp.sim","2026-09-15 15:30:07.395","200","64",
"64","E8-C1-R3-5492610000064@whatsapp.sim","2026-09-15 15:30:08.464","200","63",
"65","E8-C1-R3-5492610000065@whatsapp.sim","2026-09-15 15:30:09.534","200","65",
"66","E8-C1-R3-5492610000066@whatsapp.sim","2026-09-15 15:30:10.606","200","64",
"67","E8-C1-R3-5492610000067@whatsapp.sim","2026-09-15 15:30:11.679","200","63",
"68","E8-C1-R3-5492610000068@whatsapp.sim","2026-09-15 15:30:12.749","200","66",
"69","E8-C1-R3-5492610000069@whatsapp.sim","2026-09-15 15:30:13.818","200","69",
"70","E8-C1-R3-5492610000070@whatsapp.sim","2026-09-15 15:30:14.899","200","63",
"71","E8-C1-R3-5492610000071@whatsapp.sim","2026-09-15 15:30:15.971","200","64",
"72","E8-C1-R3-5492610000072@whatsapp.sim","2026-09-15 15:30:17.040","200","62",
