"id","user_id","enviado_utc","http","latencia_ms","error"
"1","E8-C2-R1-5492610000001@whatsapp.sim","2026-09-15 14:41:01.306","200","87",
"2","E8-C2-R1-5492610000002@whatsapp.sim","2026-09-15 14:41:02.407","200","35",
"3","E8-C2-R1-5492610000003@whatsapp.sim","2026-09-15 14:41:03.448","200","44",
"4","E8-C2-R1-5492610000004@whatsapp.sim","2026-09-15 14:41:04.501","200","32",
"5","E8-C2-R1-5492610000005@whatsapp.sim","2026-09-15 14:41:05.539","200","32",
"6","E8-C2-R1-5492610000006@whatsapp.sim","2026-09-15 14:41:06.579","200","34",
"7","E8-C2-R1-5492610000007@whatsapp.sim","2026-09-15 14:41:07.619","200","32",
"8","E8-C2-R1-5492610000008@whatsapp.sim","2026-09-15 14:41:08.660","200","32",
"9","E8-C2-R1-5492610000009@whatsapp.sim","2026-09-15 14:41:09.695","200","31",
"10","E8-C2-R1-5492610000010@whatsapp.sim","2026-09-15 14:41:10.734","200","36",
"11","E8-C2-R1-5492610000011@whatsapp.sim","2026-09-15 14:41:11.772","200","30",
"12","E8-C2-R1-5492610000012@whatsapp.sim","2026-09-15 14:41:12.810","200","30",
"13","E8-C2-R1-5492610000013@whatsapp.sim","2026-09-15 14:41:13.847","200","29",
"14","E8-C2-R1-5492610000014@whatsapp.sim","2026-09-15 14:41:14.888","200","30",
"15","E8-C2-R1-5492610000015@whatsapp.sim","2026-09-15 14:41:15.925","200","46",
"16","E8-C2-R1-5492610000016@whatsapp.sim","2026-09-15 14:41:16.982","200","30",
"17","E8-C2-R1-5492610000017@whatsapp.sim","2026-09-15 14:41:18.025","200","30",
"18","E8-C2-R1-5492610000018@whatsapp.sim","2026-09-15 14:41:19.064","200","31",
"19","E8-C2-R1-5492610000019@whatsapp.sim","2026-09-15 14:41:20.107","200","29",
"20","E8-C2-R1-5492610000020@whatsapp.sim","2026-09-15 14:41:21.146","200","30",
"21","E8-C2-R1-5492610000021@whatsapp.sim","2026-09-15 14:41:22.187","200","29",
"22","E8-C2-R1-5492610000022@whatsapp.sim","2026-09-15 14:41:23.229","200","30",
"23","E8-C2-R1-5492610000023@whatsapp.sim","2026-09-15 14:41:24.271","200","31",
"24","E8-C2-R1-5492610000024@whatsapp.sim","2026-09-15 14:41:25.305","200","28",
"25","E8-C2-R1-5492610000025@whatsapp.sim","2026-09-15 14:41:26.343","200","29",
"26","E8-C2-R1-5492610000026@whatsapp.sim","2026-09-15 14:41:27.383","200","29",
"27","E8-C2-R1-5492610000027@whatsapp.sim","2026-09-15 14:41:28.424","200","28",
"28","E8-C2-R1-5492610000028@whatsapp.sim","2026-09-15 14:41:29.460","200","28",
"29","E8-C2-R1-5492610000029@whatsapp.sim","2026-09-15 14:41:30.502","200","28",
"30","E8-C2-R1-5492610000030@whatsapp.sim","2026-09-15 14:41:31.546","200","29",
"31","E8-C2-R1-5492610000031@whatsapp.sim","2026-09-15 14:41:32.586","200","31",
"32","E8-C2-R1-5492610000032@whatsapp.sim","2026-09-15 14:41:33.625","200","31",
"33","E8-C2-R1-5492610000033@whatsapp.sim","2026-09-15 14:41:34.666","200","29",
"34","E8-C2-R1-5492610000034@whatsapp.sim","2026-09-15 14:41:35.706","200","43",
"35","E8-C2-R1-5492610000035@whatsapp.sim","2026-09-15 14:41:36.758","200","28",
"36","E8-C2-R1-5492610000036@whatsapp.sim","2026-09-15 14:41:37.794","200","28",
"37","E8-C2-R1-5492610000037@whatsapp.sim","2026-09-15 14:41:38.835","200","28",
"38","E8-C2-R1-5492610000038@whatsapp.sim","2026-09-15 14:41:39.872","200","40",
"39","E8-C2-R1-5492610000039@whatsapp.sim","2026-09-15 14:41:40.913","200","32",
"40","E8-C2-R1-5492610000040@whatsapp.sim","2026-09-15 14:41:41.956","200","29",
"41","E8-C2-R1-5492610000041@whatsapp.sim","2026-09-15 14:41:42.997","200","29",
"42","E8-C2-R1-5492610000042@whatsapp.sim","2026-09-15 14:41:44.038","200","28",
"43","E8-C2-R1-5492610000043@whatsapp.sim","2026-09-15 14:41:45.074","200","37",
"44","E8-C2-R1-5492610000044@whatsapp.sim","2026-09-15 14:41:46.114","200","29",
"45","E8-C2-R1-5492610000045@whatsapp.sim","2026-09-15 14:41:47.155","200","28",
"46","E8-C2-R1-5492610000046@whatsapp.sim","2026-09-15 14:41:48.195","200","42",
"47","E8-C2-R1-5492610000047@whatsapp.sim","2026-09-15 14:41:49.247","200","30",
"48","E8-C2-R1-5492610000048@whatsapp.sim","2026-09-15 14:41:50.286","200","29",
