"id","user_id","enviado_utc","http","latencia_ms","error"
"1","E8-C1-R2-5492610000001@whatsapp.sim","2026-09-15 14:56:30.381","200","92",
"2","E8-C1-R2-5492610000002@whatsapp.sim","2026-09-15 14:56:31.488","200","34",
"3","E8-C1-R2-5492610000003@whatsapp.sim","2026-09-15 14:56:32.527","200","33",
"4","E8-C1-R2-5492610000004@whatsapp.sim","2026-09-15 14:56:33.566","200","31",
"5","E8-C1-R2-5492610000005@whatsapp.sim","2026-09-15 14:56:34.610","200","30",
"6","E8-C1-R2-5492610000006@whatsapp.sim","2026-09-15 14:56:35.650","200","45",
"7","E8-C1-R2-5492610000007@whatsapp.sim","2026-09-15 14:56:36.704","200","31",
"8","E8-C1-R2-5492610000008@whatsapp.sim","2026-09-15 14:56:37.742","200","31",
"9","E8-C1-R2-5492610000009@whatsapp.sim","2026-09-15 14:56:38.776","200","31",
"10","E8-C1-R2-5492610000010@whatsapp.sim","2026-09-15 14:56:39.813","200","31",
"11","E8-C1-R2-5492610000011@whatsapp.sim","2026-09-15 14:56:40.848","200","29",
"12","E8-C1-R2-5492610000012@whatsapp.sim","2026-09-15 14:56:41.886","200","29",
"13","E8-C1-R2-5492610000013@whatsapp.sim","2026-09-15 14:56:42.926","200","28",
"14","E8-C1-R2-5492610000014@whatsapp.sim","2026-09-15 14:56:43.966","200","29",
"15","E8-C1-R2-5492610000015@whatsapp.sim","2026-09-15 14:56:45.007","200","29",
"16","E8-C1-R2-5492610000016@whatsapp.sim","2026-09-15 14:56:46.041","200","28",
"17","E8-C1-R2-5492610000017@whatsapp.sim","2026-09-15 14:56:47.082","200","29",
"18","E8-C1-R2-5492610000018@whatsapp.sim","2026-09-15 14:56:48.124","200","29",
"19","E8-C1-R2-5492610000019@whatsapp.sim","2026-09-15 14:56:49.161","200","31",
"20","E8-C1-R2-5492610000020@whatsapp.sim","2026-09-15 14:56:50.204","200","28",
"21","E8-C1-R2-5492610000021@whatsapp.sim","2026-09-15 14:56:51.247","200","28",
"22","E8-C1-R2-5492610000022@whatsapp.sim","2026-09-15 14:56:52.286","200","28",
"23","E8-C1-R2-5492610000023@whatsapp.sim","2026-09-15 14:56:53.326","200","29",
"24","E8-C1-R2-5492610000024@whatsapp.sim","2026-09-15 14:56:54.367","200","28",
"25","E8-C1-R2-5492610000025@whatsapp.sim","2026-09-15 14:56:55.405","200","28",
"26","E8-C1-R2-5492610000026@whatsapp.sim","2026-09-15 14:56:56.447","200","29",
"27","E8-C1-R2-5492610000027@whatsapp.sim","2026-09-15 14:56:57.487","200","29",
"28","E8-C1-R2-5492610000028@whatsapp.sim","2026-09-15 14:56:58.529","200","28",
"29","E8-C1-R2-5492610000029@whatsapp.sim","2026-09-15 14:56:59.569","200","28",
"30","E8-C1-R2-5492610000030@whatsapp.sim","2026-09-15 14:57:00.607","200","29",
"31","E8-C1-R2-5492610000031@whatsapp.sim","2026-09-15 14:57:01.650","200","29",
"32","E8-C1-R2-5492610000032@whatsapp.sim","2026-09-15 14:57:02.692","200","29",
"33","E8-C1-R2-5492610000033@whatsapp.sim","2026-09-15 14:57:03.728","200","28",
"34","E8-C1-R2-5492610000034@whatsapp.sim","2026-09-15 14:57:04.767","200","28",
"35","E8-C1-R2-5492610000035@whatsapp.sim","2026-09-15 14:57:05.798","200","28",
"36","E8-C1-R2-5492610000036@whatsapp.sim","2026-09-15 14:57:06.836","200","28",
"37","E8-C1-R2-5492610000037@whatsapp.sim","2026-09-15 14:57:07.874","200","28",
"38","E8-C1-R2-5492610000038@whatsapp.sim","2026-09-15 14:57:08.913","200","28",
"39","E8-C1-R2-5492610000039@whatsapp.sim","2026-09-15 14:57:09.943","200","29",
"40","E8-C1-R2-5492610000040@whatsapp.sim","2026-09-15 14:57:10.980","200","28",
