"id","user_id","enviado_utc","http","latencia_ms","error"
"1","E8-C3-R3-5492610000001@whatsapp.sim","2026-09-15 15:02:39.761","200","88",
"2","E8-C3-R3-5492610000002@whatsapp.sim","2026-09-15 15:02:40.855","200","41",
"3","E8-C3-R3-5492610000003@whatsapp.sim","2026-09-15 15:02:41.908","200","31",
"4","E8-C3-R3-5492610000004@whatsapp.sim","2026-09-15 15:02:42.951","200","35",
"5","E8-C3-R3-5492610000005@whatsapp.sim","2026-09-15 15:02:44.001","200","31",
"6","E8-C3-R3-5492610000006@whatsapp.sim","2026-09-15 15:02:45.042","200","31",
"7","E8-C3-R3-5492610000007@whatsapp.sim","2026-09-15 15:02:46.081","200","29",
"8","E8-C3-R3-5492610000008@whatsapp.sim","2026-09-15 15:02:47.120","200","30",
"9","E8-C3-R3-5492610000009@whatsapp.sim","2026-09-15 15:02:48.155","200","30",
"10","E8-C3-R3-5492610000010@whatsapp.sim","2026-09-15 15:02:49.195","200","30",
"11","E8-C3-R3-5492610000011@whatsapp.sim","2026-09-15 15:02:50.230","200","29",
"12","E8-C3-R3-5492610000012@whatsapp.sim","2026-09-15 15:02:51.269","200","29",
"13","E8-C3-R3-5492610000013@whatsapp.sim","2026-09-15 15:02:52.306","200","28",
"14","E8-C3-R3-5492610000014@whatsapp.sim","2026-09-15 15:02:53.345","200","29",
"15","E8-C3-R3-5492610000015@whatsapp.sim","2026-09-15 15:02:54.382","200","29",
"16","E8-C3-R3-5492610000016@whatsapp.sim","2026-09-15 15:02:55.420","200","30",
"17","E8-C3-R3-5492610000017@whatsapp.sim","2026-09-15 15:02:56.457","200","28",
"18","E8-C3-R3-5492610000018@whatsapp.sim","2026-09-15 15:02:57.498","200","28",
"19","E8-C3-R3-5492610000019@whatsapp.sim","2026-09-15 15:02:58.534","200","28",
"20","E8-C3-R3-5492610000020@whatsapp.sim","2026-09-15 15:02:59.574","200","29",
"21","E8-C3-R3-5492610000021@whatsapp.sim","2026-09-15 15:03:00.618","200","28",
"22","E8-C3-R3-5492610000022@whatsapp.sim","2026-09-15 15:03:01.646","200","28",
"23","E8-C3-R3-5492610000023@whatsapp.sim","2026-09-15 15:03:02.678","200","29",
"24","E8-C3-R3-5492610000024@whatsapp.sim","2026-09-15 15:03:03.717","200","28",
"25","E8-C3-R3-5492610000025@whatsapp.sim","2026-09-15 15:03:04.759","200","29",
"26","E8-C3-R3-5492610000026@whatsapp.sim","2026-09-15 15:03:05.793","200","29",
"27","E8-C3-R3-5492610000027@whatsapp.sim","2026-09-15 15:03:06.828","200","28",
"28","E8-C3-R3-5492610000028@whatsapp.sim","2026-09-15 15:03:07.871","200","29",
"29","E8-C3-R3-5492610000029@whatsapp.sim","2026-09-15 15:03:08.909","200","28",
"30","E8-C3-R3-5492610000030@whatsapp.sim","2026-09-15 15:03:09.948","200","29",
"31","E8-C3-R3-5492610000031@whatsapp.sim","2026-09-15 15:03:10.991","200","28",
"32","E8-C3-R3-5492610000032@whatsapp.sim","2026-09-15 15:03:12.033","200","28",
"33","E8-C3-R3-5492610000033@whatsapp.sim","2026-09-15 15:03:13.072","200","28",
"34","E8-C3-R3-5492610000034@whatsapp.sim","2026-09-15 15:03:14.110","200","27",
"35","E8-C3-R3-5492610000035@whatsapp.sim","2026-09-15 15:03:15.147","200","30",
"36","E8-C3-R3-5492610000036@whatsapp.sim","2026-09-15 15:03:16.180","200","28",
