"id","user_id","enviado_utc","http","latencia_ms","error"
"1","E8-C3-R1-5492610000001@whatsapp.sim","2026-09-15 14:47:13.260","200","85",
"2","E8-C3-R1-5492610000002@whatsapp.sim","2026-09-15 14:47:14.350","200","36",
"3","E8-C3-R1-5492610000003@whatsapp.sim","2026-09-15 14:47:15.400","200","34",
"4","E8-C3-R1-5492610000004@whatsapp.sim","2026-09-15 14:47:16.441","200","60",
"5","E8-C3-R1-5492610000005@whatsapp.sim","2026-09-15 14:47:17.508","200","32",
"6","E8-C3-R1-5492610000006@whatsapp.sim","2026-09-15 14:47:18.547","200","45",
"7","E8-C3-R1-5492610000007@whatsapp.sim","2026-09-15 14:47:19.602","200","31",
"8","E8-C3-R1-5492610000008@whatsapp.sim","2026-09-15 14:47:20.645","200","40",
"9","E8-C3-R1-5492610000009@whatsapp.sim","2026-09-15 14:47:21.687","200","30",
"10","E8-C3-R1-5492610000010@whatsapp.sim","2026-09-15 14:47:22.725","200","31",
"11","E8-C3-R1-5492610000011@whatsapp.sim","2026-09-15 14:47:23.762","200","30",
"12","E8-C3-R1-5492610000012@whatsapp.sim","2026-09-15 14:47:24.800","200","30",
"13","E8-C3-R1-5492610000013@whatsapp.sim","2026-09-15 14:47:25.834","200","29",
"14","E8-C3-R1-5492610000014@whatsapp.sim","2026-09-15 14:47:26.877","200","29",
"15","E8-C3-R1-5492610000015@whatsapp.sim","2026-09-15 14:47:27.913","200","29",
"16","E8-C3-R1-5492610000016@whatsapp.sim","2026-09-15 14:47:28.954","200","29",
"17","E8-C3-R1-5492610000017@whatsapp.sim","2026-09-15 14:47:29.992","200","28",
"18","E8-C3-R1-5492610000018@whatsapp.sim","2026-09-15 14:47:31.033","200","33",
"19","E8-C3-R1-5492610000019@whatsapp.sim","2026-09-15 14:47:32.075","200","39",
"20","E8-C3-R1-5492610000020@whatsapp.sim","2026-09-15 14:47:33.117","200","30",
"21","E8-C3-R1-5492610000021@whatsapp.sim","2026-09-15 14:47:34.158","200","29",
"22","E8-C3-R1-5492610000022@whatsapp.sim","2026-09-15 14:47:35.192","200","30",
"23","E8-C3-R1-5492610000023@whatsapp.sim","2026-09-15 14:47:36.227","200","32",
"24","E8-C3-R1-5492610000024@whatsapp.sim","2026-09-15 14:47:37.264","200","28",
"25","E8-C3-R1-5492610000025@whatsapp.sim","2026-09-15 14:47:38.307","200","28",
"26","E8-C3-R1-5492610000026@whatsapp.sim","2026-09-15 14:47:39.347","200","30",
"27","E8-C3-R1-5492610000027@whatsapp.sim","2026-09-15 14:47:40.384","200","29",
"28","E8-C3-R1-5492610000028@whatsapp.sim","2026-09-15 14:47:41.420","200","28",
"29","E8-C3-R1-5492610000029@whatsapp.sim","2026-09-15 14:47:42.459","200","29",
"30","E8-C3-R1-5492610000030@whatsapp.sim","2026-09-15 14:47:43.502","200","39",
"31","E8-C3-R1-5492610000031@whatsapp.sim","2026-09-15 14:47:44.543","200","30",
"32","E8-C3-R1-5492610000032@whatsapp.sim","2026-09-15 14:47:45.577","200","29",
"33","E8-C3-R1-5492610000033@whatsapp.sim","2026-09-15 14:47:46.618","200","29",
