"id","user_id","enviado_utc","http","latencia_ms","error"
"1","E8-C3-R2-5492610000001@whatsapp.sim","2026-09-15 14:53:25.875","200","85",
"2","E8-C3-R2-5492610000002@whatsapp.sim","2026-09-15 14:53:26.961","200","34",
"3","E8-C3-R2-5492610000003@whatsapp.sim","2026-09-15 14:53:28.000","200","33",
"4","E8-C3-R2-5492610000004@whatsapp.sim","2026-09-15 14:53:29.037","200","32",
"5","E8-C3-R2-5492610000005@whatsapp.sim","2026-09-15 14:53:30.070","200","31",
"6","E8-C3-R2-5492610000006@whatsapp.sim","2026-09-15 14:53:31.111","200","45",
"7","E8-C3-R2-5492610000007@whatsapp.sim","2026-09-15 14:53:32.166","200","30",
"8","E8-C3-R2-5492610000008@whatsapp.sim","2026-09-15 14:53:33.204","200","31",
"9","E8-C3-R2-5492610000009@whatsapp.sim","2026-09-15 14:53:34.241","200","33",
"10","E8-C3-R2-5492610000010@whatsapp.sim","2026-09-15 14:53:35.278","200","32",
"11","E8-C3-R2-5492610000011@whatsapp.sim","2026-09-15 14:53:36.324","200","31",
"12","E8-C3-R2-5492610000012@whatsapp.sim","2026-09-15 14:53:37.362","200","30",
"13","E8-C3-R2-5492610000013@whatsapp.sim","2026-09-15 14:53:38.402","200","29",
"14","E8-C3-R2-5492610000014@whatsapp.sim","2026-09-15 14:53:39.439","200","30",
"15","E8-C3-R2-5492610000015@whatsapp.sim","2026-09-15 14:53:40.484","200","29",
"16","E8-C3-R2-5492610000016@whatsapp.sim","2026-09-15 14:53:41.521","200","30",
"17","E8-C3-R2-5492610000017@whatsapp.sim","2026-09-15 14:53:42.560","200","28",
"18","E8-C3-R2-5492610000018@whatsapp.sim","2026-09-15 14:53:43.598","200","29",
"19","E8-C3-R2-5492610000019@whatsapp.sim","2026-09-15 14:53:44.634","200","28",
"20","E8-C3-R2-5492610000020@whatsapp.sim","2026-09-15 14:53:45.673","200","43",
"21","E8-C3-R2-5492610000021@whatsapp.sim","2026-09-15 14:53:46.728","200","38",
"22","E8-C3-R2-5492610000022@whatsapp.sim","2026-09-15 14:53:47.779","200","28",
"23","E8-C3-R2-5492610000023@whatsapp.sim","2026-09-15 14:53:48.814","200","45",
"24","E8-C3-R2-5492610000024@whatsapp.sim","2026-09-15 14:53:49.863","200","29",
"25","E8-C3-R2-5492610000025@whatsapp.sim","2026-09-15 14:53:50.899","200","28",
"26","E8-C3-R2-5492610000026@whatsapp.sim","2026-09-15 14:53:51.937","200","28",
"27","E8-C3-R2-5492610000027@whatsapp.sim","2026-09-15 14:53:52.978","200","28",
"28","E8-C3-R2-5492610000028@whatsapp.sim","2026-09-15 14:53:54.017","200","27",
"29","E8-C3-R2-5492610000029@whatsapp.sim","2026-09-15 14:53:55.057","200","28",
"30","E8-C3-R2-5492610000030@whatsapp.sim","2026-09-15 14:53:56.093","200","29",
"31","E8-C3-R2-5492610000031@whatsapp.sim","2026-09-15 14:53:57.132","200","28",
"32","E8-C3-R2-5492610000032@whatsapp.sim","2026-09-15 14:53:58.167","200","28",
"33","E8-C3-R2-5492610000033@whatsapp.sim","2026-09-15 14:53:59.208","200","27",
"34","E8-C3-R2-5492610000034@whatsapp.sim","2026-09-15 14:54:00.248","200","28",
"35","E8-C3-R2-5492610000035@whatsapp.sim","2026-09-15 14:54:01.290","200","27",
"36","E8-C3-R2-5492610000036@whatsapp.sim","2026-09-15 14:54:02.329","200","27",
"37","E8-C3-R2-5492610000037@whatsapp.sim","2026-09-15 14:54:03.367","200","27",
"38","E8-C3-R2-5492610000038@whatsapp.sim","2026-09-15 14:54:04.403","200","28",
"39","E8-C3-R2-5492610000039@whatsapp.sim","2026-09-15 14:54:05.445","200","28",
"40","E8-C3-R2-5492610000040@whatsapp.sim","2026-09-15 14:54:06.484","200","27",
"41","E8-C3-R2-5492610000041@whatsapp.sim","2026-09-15 14:54:07.523","200","29",
"42","E8-C3-R2-5492610000042@whatsapp.sim","2026-09-15 14:54:08.562","200","28",
"43","E8-C3-R2-5492610000043@whatsapp.sim","2026-09-15 14:54:09.604","200","29",
"44","E8-C3-R2-5492610000044@whatsapp.sim","2026-09-15 14:54:10.645","200","28",
"45","E8-C3-R2-5492610000045@whatsapp.sim","2026-09-15 14:54:11.686","200","28",
"46","E8-C3-R2-5492610000046@whatsapp.sim","2026-09-15 14:54:12.729","200","27",
"47","E8-C3-R2-5492610000047@whatsapp.sim","2026-09-15 14:54:13.766","200","28",
"48","E8-C3-R2-5492610000048@whatsapp.sim","2026-09-15 14:54:14.802","200","28",
"49","E8-C3-R2-5492610000049@whatsapp.sim","2026-09-15 14:54:15.836","200","27",
"50","E8-C3-R2-5492610000050@whatsapp.sim","2026-09-15 14:54:16.872","200","28",
"51","E8-C3-R2-5492610000051@whatsapp.sim","2026-09-15 14:54:17.907","200","27",
