"id","user_id","enviado_utc","http","latencia_ms","error"
"1","E8-C2-R2-5492610000001@whatsapp.sim","2026-09-15 14:50:18.358","200","89",
"2","E8-C2-R2-5492610000002@whatsapp.sim","2026-09-15 14:50:19.462","200","40",
"3","E8-C2-R2-5492610000003@whatsapp.sim","2026-09-15 14:50:20.505","200","36",
"4","E8-C2-R2-5492610000004@whatsapp.sim","2026-09-15 14:50:21.543","200","31",
"5","E8-C2-R2-5492610000005@whatsapp.sim","2026-09-15 14:50:22.583","200","31",
"6","E8-C2-R2-5492610000006@whatsapp.sim","2026-09-15 14:50:23.624","200","32",
"7","E8-C2-R2-5492610000007@whatsapp.sim","2026-09-15 14:50:24.663","200","43",
"8","E8-C2-R2-5492610000008@whatsapp.sim","2026-09-15 14:50:25.715","200","32",
"9","E8-C2-R2-5492610000009@whatsapp.sim","2026-09-15 14:50:26.750","200","32",
"10","E8-C2-R2-5492610000010@whatsapp.sim","2026-09-15 14:50:27.785","200","31",
"11","E8-C2-R2-5492610000011@whatsapp.sim","2026-09-15 14:50:28.821","200","30",
"12","E8-C2-R2-5492610000012@whatsapp.sim","2026-09-15 14:50:29.859","200","30",
"13","E8-C2-R2-5492610000013@whatsapp.sim","2026-09-15 14:50:30.898","200","28",
"14","E8-C2-R2-5492610000014@whatsapp.sim","2026-09-15 14:50:31.933","200","38",
"15","E8-C2-R2-5492610000015@whatsapp.sim","2026-09-15 14:50:32.975","200","29",
"16","E8-C2-R2-5492610000016@whatsapp.sim","2026-09-15 14:50:34.012","200","38",
"17","E8-C2-R2-5492610000017@whatsapp.sim","2026-09-15 14:50:35.052","200","29",
"18","E8-C2-R2-5492610000018@whatsapp.sim","2026-09-15 14:50:36.087","200","33",
"19","E8-C2-R2-5492610000019@whatsapp.sim","2026-09-15 14:50:37.124","200","29",
"20","E8-C2-R2-5492610000020@whatsapp.sim","2026-09-15 14:50:38.165","200","29",
"21","E8-C2-R2-5492610000021@whatsapp.sim","2026-09-15 14:50:39.204","200","29",
"22","E8-C2-R2-5492610000022@whatsapp.sim","2026-09-15 14:50:40.242","200","29",
"23","E8-C2-R2-5492610000023@whatsapp.sim","2026-09-15 14:50:41.282","200","29",
"24","E8-C2-R2-5492610000024@whatsapp.sim","2026-09-15 14:50:42.323","200","29",
"25","E8-C2-R2-5492610000025@whatsapp.sim","2026-09-15 14:50:43.360","200","29",
"26","E8-C2-R2-5492610000026@whatsapp.sim","2026-09-15 14:50:44.399","200","28",
"27","E8-C2-R2-5492610000027@whatsapp.sim","2026-09-15 14:50:45.441","200","38",
"28","E8-C2-R2-5492610000028@whatsapp.sim","2026-09-15 14:50:46.481","200","30",
"29","E8-C2-R2-5492610000029@whatsapp.sim","2026-09-15 14:50:47.520","200","41",
"30","E8-C2-R2-5492610000030@whatsapp.sim","2026-09-15 14:50:48.577","200","29",
"31","E8-C2-R2-5492610000031@whatsapp.sim","2026-09-15 14:50:49.616","200","30",
"32","E8-C2-R2-5492610000032@whatsapp.sim","2026-09-15 14:50:50.657","200","28",
"33","E8-C2-R2-5492610000033@whatsapp.sim","2026-09-15 14:50:51.695","200","29",
"34","E8-C2-R2-5492610000034@whatsapp.sim","2026-09-15 14:50:52.737","200","28",
"35","E8-C2-R2-5492610000035@whatsapp.sim","2026-09-15 14:50:53.771","200","28",
"36","E8-C2-R2-5492610000036@whatsapp.sim","2026-09-15 14:50:54.812","200","28",
"37","E8-C2-R2-5492610000037@whatsapp.sim","2026-09-15 14:50:55.848","200","28",
"38","E8-C2-R2-5492610000038@whatsapp.sim","2026-09-15 14:50:56.885","200","38",
"39","E8-C2-R2-5492610000039@whatsapp.sim","2026-09-15 14:50:57.936","200","28",
"40","E8-C2-R2-5492610000040@whatsapp.sim","2026-09-15 14:50:58.974","200","28",
"41","E8-C2-R2-5492610000041@whatsapp.sim","2026-09-15 14:51:00.017","200","28",
